CaseID,resp_seq,contest_no,profile,Chosen_Immigrant,Gender,Education,Language Skills,Country of Origin,Job,Job Experience,Job Plans,Reason for Application,Prior Entry
36,27,1,2,0,female,4th grade,broken English,Somalia,waiter,none,contract with employer,escape persecution,once as tourist
36,27,2,1,0,female,8th grade,fluent English,Iraq,gardener,3-5 years,contract with employer,seek better job,six months with family
36,27,2,2,1,male,college degree,fluent English,Philippines,gardener,5+ years,contract with employer,seek better job,once as tourist
36,27,3,1,0,female,high school,broken English,Somalia,teacher,1-2 years,will look for work,reunite with family,once w/o authorization
36,27,3,2,1,female,high school,broken English,Germany,construction worker,3-5 years,interviews with employer,seek better job,many times as tourist
36,27,4,1,1,female,4th grade,tried English but unable,Germany,child care provider,1-2 years,will look for work,reunite with family,six months with family
36,27,4,2,0,female,high school,broken English,Poland,teacher,5+ years,no plans to look for work,seek better job,once as tourist
36,27,5,1,0,male,graduate degree,fluent English,Iraq,nurse,3-5 years,no plans to look for work,escape persecution,once w/o authorization
36,27,5,2,1,female,no formal,used interpreter,Germany,nurse,3-5 years,will look for work,seek better job,never
37,28,1,1,0,male,8th grade,broken English,Iraq,construction worker,3-5 years,will look for work,reunite with family,never
37,28,1,2,1,female,college degree,fluent English,China,research scientist,3-5 years,will look for work,reunite with family,never
37,28,2,1,0,female,college degree,broken English,Germany,financial analyst,3-5 years,contract with employer,seek better job,six months with family
37,28,2,2,1,female,graduate degree,broken English,India,nurse,3-5 years,interviews with employer,reunite with family,never
37,28,3,1,0,male,no formal,fluent English,Iraq,child care provider,5+ years,interviews with employer,escape persecution,once w/o authorization
37,28,3,2,1,male,4th grade,used interpreter,France,child care provider,1-2 years,contract with employer,seek better job,six months with family
37,28,4,1,1,male,two-year college,broken English,Germany,teacher,3-5 years,will look for work,seek better job,six months with family
37,28,4,2,0,male,graduate degree,fluent English,Philippines,research scientist,3-5 years,no plans to look for work,seek better job,many times as tourist
37,28,5,1,1,female,two-year college,fluent English,Somalia,computer programmer,none,contract with employer,reunite with family,once as tourist
37,28,5,2,0,female,no formal,used interpreter,Poland,janitor,3-5 years,interviews with employer,seek better job,six months with family
38,29,1,1,1,female,high school,broken English,Somalia,janitor,3-5 years,will look for work,reunite with family,once as tourist
38,29,1,2,0,male,no formal,broken English,Iraq,waiter,1-2 years,interviews with employer,seek better job,once w/o authorization
38,29,2,1,0,male,no formal,used interpreter,Philippines,nurse,none,contract with employer,seek better job,six months with family
38,29,2,2,1,male,high school,used interpreter,Philippines,nurse,5+ years,interviews with employer,seek better job,once as tourist
38,29,3,1,1,female,college degree,fluent English,Poland,teacher,5+ years,no plans to look for work,reunite with family,six months with family
38,29,3,2,0,female,4th grade,tried English but unable,France,gardener,1-2 years,contract with employer,reunite with family,many times as tourist
38,29,4,1,1,male,8th grade,broken English,Somalia,child care provider,3-5 years,contract with employer,seek better job,six months with family
38,29,4,2,0,female,8th grade,broken English,Germany,teacher,5+ years,no plans to look for work,reunite with family,once w/o authorization
38,29,5,1,1,female,college degree,used interpreter,Iraq,nurse,none,interviews with employer,seek better job,six months with family
38,29,5,2,0,female,graduate degree,tried English but unable,Mexico,janitor,1-2 years,no plans to look for work,reunite with family,many times as tourist
39,30,1,1,1,male,graduate degree,used interpreter,Poland,child care provider,1-2 years,contract with employer,reunite with family,once as tourist
39,30,1,2,0,female,8th grade,used interpreter,Poland,waiter,1-2 years,interviews with employer,reunite with family,once as tourist
39,30,2,1,0,female,graduate degree,tried English but unable,Somalia,nurse,1-2 years,no plans to look for work,reunite with family,once as tourist
39,30,2,2,1,male,graduate degree,tried English but unable,Iraq,construction worker,none,contract with employer,escape persecution,many times as tourist
39,30,3,1,1,female,4th grade,tried English but unable,Philippines,waiter,3-5 years,contract with employer,seek better job,many times as tourist
39,30,3,2,0,male,8th grade,tried English but unable,Philippines,nurse,none,no plans to look for work,reunite with family,six months with family
39,30,4,1,0,male,two-year college,broken English,China,gardener,3-5 years,interviews with employer,seek better job,many times as tourist
39,30,4,2,1,male,college degree,used interpreter,Mexico,doctor,none,contract with employer,reunite with family,many times as tourist
39,30,5,1,0,female,4th grade,broken English,Iraq,construction worker,none,interviews with employer,escape persecution,six months with family
39,30,5,2,1,male,two-year college,broken English,Germany,doctor,none,interviews with employer,seek better job,once as tourist
40,31,1,1,1,female,college degree,tried English but unable,Germany,janitor,3-5 years,contract with employer,reunite with family,never
40,31,1,2,0,male,two-year college,used interpreter,Sudan,financial analyst,none,no plans to look for work,reunite with family,once w/o authorization
40,31,2,1,1,female,8th grade,used interpreter,France,waiter,5+ years,will look for work,seek better job,six months with family
40,31,2,2,0,female,college degree,tried English but unable,Sudan,janitor,none,will look for work,reunite with family,six months with family
40,31,3,1,1,male,4th grade,used interpreter,Sudan,construction worker,1-2 years,contract with employer,seek better job,once as tourist
40,31,3,2,0,male,two-year college,fluent English,India,teacher,5+ years,contract with employer,seek better job,once w/o authorization
40,31,4,1,1,male,college degree,tried English but unable,China,gardener,5+ years,will look for work,seek better job,six months with family
40,31,4,2,0,male,college degree,fluent English,Germany,computer programmer,3-5 years,contract with employer,seek better job,once w/o authorization
40,31,5,1,0,male,two-year college,used interpreter,Poland,teacher,1-2 years,contract with employer,reunite with family,six months with family
40,31,5,2,1,male,graduate degree,used interpreter,Mexico,waiter,3-5 years,will look for work,seek better job,six months with family
41,32,1,1,0,female,4th grade,fluent English,India,teacher,3-5 years,interviews with employer,reunite with family,many times as tourist
41,32,1,2,1,female,college degree,tried English but unable,Mexico,child care provider,3-5 years,no plans to look for work,reunite with family,once as tourist
41,32,2,1,0,female,8th grade,used interpreter,China,teacher,5+ years,will look for work,reunite with family,once as tourist
41,32,2,2,1,female,college degree,tried English but unable,Iraq,research scientist,none,interviews with employer,reunite with family,six months with family
41,32,3,1,0,male,4th grade,fluent English,Somalia,janitor,5+ years,interviews with employer,reunite with family,six months with family
41,32,3,2,1,female,no formal,broken English,China,janitor,5+ years,will look for work,escape persecution,once w/o authorization
41,32,4,1,0,female,4th grade,used interpreter,India,child care provider,5+ years,contract with employer,reunite with family,never
41,32,4,2,1,male,college degree,broken English,Philippines,waiter,none,contract with employer,seek better job,once as tourist
41,32,5,1,1,female,8th grade,fluent English,India,nurse,1-2 years,contract with employer,seek better job,once w/o authorization
41,32,5,2,0,male,college degree,broken English,Philippines,waiter,none,will look for work,seek better job,once w/o authorization
42,33,1,1,1,male,two-year college,fluent English,France,teacher,5+ years,interviews with employer,reunite with family,six months with family
42,33,1,2,0,female,8th grade,tried English but unable,India,child care provider,5+ years,interviews with employer,reunite with family,six months with family
42,33,2,1,1,male,4th grade,broken English,Sudan,construction worker,none,will look for work,escape persecution,once w/o authorization
42,33,2,2,0,female,no formal,fluent English,France,child care provider,1-2 years,interviews with employer,seek better job,many times as tourist
42,33,3,1,0,female,high school,broken English,China,child care provider,none,no plans to look for work,escape persecution,once as tourist
42,33,3,2,1,female,8th grade,tried English but unable,Somalia,nurse,3-5 years,interviews with employer,seek better job,once as tourist
42,33,4,1,0,male,8th grade,fluent English,Sudan,teacher,none,no plans to look for work,reunite with family,once w/o authorization
42,33,4,2,1,female,college degree,used interpreter,Sudan,research scientist,1-2 years,contract with employer,reunite with family,never
42,33,5,1,1,male,8th grade,broken English,India,nurse,1-2 years,interviews with employer,seek better job,never
42,33,5,2,0,female,college degree,used interpreter,India,research scientist,1-2 years,will look for work,seek better job,six months with family
43,34,1,1,1,female,no formal,fluent English,Sudan,child care provider,none,contract with employer,reunite with family,once as tourist
